prompt,intent
8. Show me the maximum stock price reached by each company listed in the stock market.,MAX
9. Identify the peak attendance for each event hosted by the organization.,MAX
10. Determine the highest number of downloads for each app in the app store.,MAX
11. Find the maximum value in a range of survey responses for customer satisfaction ratings.,MAX
12. Display the highest number of website visitors per day for the past month using the MAX function.,MAX
13. Calculate the top-selling product by maximum revenue generated in the past year.,MAX
14. Show me the maximum discount percentage given to each customer in the sales database.,MAX
15. Determine the highest score achieved by each team member in the project completion ratings.,MAX
16. Identify the peak performance metric for each marketing campaign run by the company.,MAX
17. Find the maximum amount spent by each client on the company's services.,MAX
18. Display the highest number of social media followers for each influencer.,MAX
19. Calculate the peak number of votes received by each candidate in the election results.,MAX
20. Show me the maximum value in a range of stock prices for different companies.,MAX
21. Determine the highest price paid for each item in the inventory.,MAX
22. Identify the maximum salary earned by each employee in the organization.,MAX
23. Calculate the peak number of subscribers for each YouTube channel.,MAX
24. Find the highest grade achieved by each student in the class using the MAX formula.,MAX
25. Display the maximum distance traveled by each delivery driver in a week.,MAX
26. Show me the highest number of likes received by each post on the company's social media accounts.,MAX
27. Determine the peak number of viewers for each television show aired on the network.,MAX
28. Identify the maximum bid amount placed by each bidder in the auction.,MAX
29. Calculate the highest donation amount received by each charity organization.,MAX
30. Find the peak number of participants registered for each event hosted by the organization.,MAX
31. Display the maximum duration of each meeting scheduled by the team.,MAX
32. Determine the highest monthly sales figure achieved by each regional branch.,MAX
33. Show me the maximum amount raised by each fundraising campaign.,MAX
34. Identify the peak engagement level reached by each email marketing campaign.,MAX
35. Calculate the highest rating given to each movie in the film ratings database.,MAX
36. Find the maximum value in a range of website traffic data for each page.,MAX
37. Display the highest number of shares bought by each investor in the stock market.,MAX
38. Determine the peak attendance for each session of the conference held by the organization.,MAX
39. Show me the highest score achieved by each player in the video game tournament.,MAX
40. Identify the maximum budget allocated to each department in the organization.,MAX
41. Calculate the peak number of orders received by each online retailer.,MAX
42. Find the highest subscription level attained by each subscriber in the streaming service.,MAX
43. Display the maximum speed recorded by each athlete in the track event.,MAX
44. Determine the peak conversion rate achieved by each marketing campaign run by the company.,MAX
45. Show me the highest number of downloads for each mobile app in the app store.,MAX
46. Identify the maximum amount reimbursed to each client for travel expenses.,MAX
47. Calculate the peak score achieved by each participant in the quiz competition.,MAX
48. Find the highest discount percentage offered to each customer in the sales promotion.,MAX
49. Display the maximum satisfaction rating given by each respondent in the customer survey.,MAX
50. Determine the peak number of engagements received by each influencer on social media.,MAX
51. Show me the highest weight lifted by each athlete in the weightlifting competition.,MAX
52. Identify the maximum donation amount contributed by each supporter to the charity fundraiser.,MAX
53. Calculate the peak revenue generated by each fundraising event organized by the organization.,MAX
54. Find the highest rating given to each hotel in the hospitality industry.,MAX
55. Display the maximum distance covered by each marathon runner in the race.,MAX
56. Determine the peak response rate achieved by each email marketing campaign.,MAX
57. Show me the highest number of subscribers gained by each YouTube channel.,MAX
58. Identify the maximum score obtained by each student in the academic exam.,MAX
59. Calculate the peak number of customers served by each restaurant in a day.,MAX
60. Find the highest completion time recorded by each team member in the project.,MAX
61. Display the maximum speed reached by each race car driver on the circuit.,MAX
62. Determine the peak number of impressions received by each digital advertisement.,MAX
63. Show me the highest number of followers gained by each social media influencer.,MAX
64. Identify the maximum amount spent by each client on the company's services.,MAX
65. Calculate the peak attendance for each session of the conference held by the organization.,MAX
66. Find the highest achievement level attained by each participant in the workshop.,MAX
67. Display the maximum duration of each webinar hosted by the company.,MAX
68. Determine the peak engagement level reached by each promotional event organized by the organization.,MAX
69. Identify the maximum satisfaction rating given by each customer in the feedback survey.,MAX
70. Calculate the highest donation amount contributed by each supporter to the charity fundraiser.,MAX
71. Find the peak revenue generated by each fundraising event organized by the organization.,MAX
72. Show me the highest rating given to each hotel in the hospitality industry.,MAX
73. Determine the maximum completion time recorded by each team member in the project.,MAX
74. Display the highest speed reached by each race car driver on the circuit.,MAX
75. Identify the peak number of impressions received by each digital advertisement.,MAX
76. Calculate the highest number of followers gained by each social media influencer.,MAX
77. Show me the maximum amount spent by each client on the company's services.,MAX
78. Determine the peak attendance for each session of the conference held by the organization.,MAX
79. Find the highest achievement level attained by each participant in the workshop.,MAX
80. Display the maximum duration of each webinar hosted by the company.,MAX
81. Identify the peak engagement level reached by each promotional event organized by the organization.,MAX
82. Calculate the highest satisfaction rating given by each customer in the feedback survey.,MAX
83. Find the peak donation amount contributed by each supporter to the charity fundraiser.,MAX
84. Show me the highest revenue generated by each fundraising event organized by the organization.,MAX
